text,label
Virtual happy hours with friends and colleagues have been a highlight. Cheers to staying connected! ???????? #Virtual,extremely positive
It s too soon to know how will impact the industry in the long term Karl Haller from the Consumer Center of Competence has insight for store owners,neutral
The disruption to daily life is more than just an inconvenience. It's a total upheaval. #COVID19Life #NewNormal,negative
Is your store ready for #socialdistancing? Here are some essentials to get you prepared. #madincanada #promotionalproducts #signage #retail https://t.co/YbRFN4lVXI,positive
"We need to do everything to protect the people on the front lines. Doctors, Nurses, Peramadics, Police, Firefighters, Pharmacists &amp; techs, Grocery store workers, Gas station workers, Sanitation workers, &amp; many more. Please keep them in mind #COVID2019 #ProtectOurStaff @Twitter",extremely positive
Virtual events during COVID-19: How conferences and meetings are evolving. #VirtualEvents #DigitalTransformation,neutral
"STOP PANIC-BUYING! 

Do your normal shop. If you can't (e.g. self-isolation), get a friend/neighbour/family member to help.

You're causing unnecessary but serious problems at a time when we need to focus on #coronavirus, not whether we can buy food etc

https://t.co/aAW3Mo2tKN",extremely negative
Ricard will produce at all its manufacturing sites globally to help fight It s working with the White House to distribute it across the U S Forbes report More actions against,neutral
The rise of e-books and digital libraries has kept the joy of reading alive. Books are just a click away! ???????? #ReadingIsFundamental #DigitalLibraries,extremely positive
Covid-19: Prices of foodstuff skyrocket in Kaduna https://t.co/qWvuI43WkZ,neutral
Adapting to the new normal: How COVID-19 is changing our daily routines. #LifeDuringCOVID #NewNormal,neutral
Virtual meetings can never replace the warmth of real human interactions. Missing normalcy. #COVID19Isolation,negative
"The second edition of the new Healthy At Home newsletter focuses on Managing Time When Working From Home, Boredom Busters For Young People, and Online Grocery Shopping. Read online: https://t.co/rDnMvjDJmt #healthyathome #coronavirus #covid19 #teamkentucky https://t.co/H1MKuS2Whf",positive
Every cough or sneeze in public feels like a ticking time bomb. The anxiety is real. #COVID19Anxiety,negative
Watching the news is a cycle of despair and hopelessness with #COVID19. When will this end?,negative
The selfishness in hoarding essentials is beyond frustrating. We're all in this together. #StopHoarding #COVID19,negative
While oil prices plummet as does natural gas none of this matters to us State governments are trying to hand over our lives to dirty energy corps We have 9 5 years to replace fracked gas with clean energy manufacturing We must fight and fight hard,positive
"@MattWalshBlog Thank you for pointing this out. I was working in the oil and gas industry when this started and between #coronavirus killing the stock market and global oil prices, I am now laid off. It????s not just about our 401k, it????s about the liveliho",negative
@doloresquintana @AllDayBabyLA Are the biscuit sandwiches always $15 or are these COVID-19 prices? https://t.co/W9eUV07K9E,neutral
"@GordyPls To all the people who thinks it????s fun to abuse supermarket team, I had 3 leave today in tears doubt they????ll come back, I got followed to my car and screamed at and I????m out too, I????d rather take the financial stress than the risk of getting co",extremely negative
"Investors are not pricing in the tectonic shift in consumer psychology. Older consumers are not going to go out and spend (restaurants, movies, travel, cruises...) as before until we either have herd immunity or a vaccine.  And these groups represent 82% of held wealth. https://t.co/MAeDK9Ejqk",positive
The financial strain this pandemic has caused is unbearable. How will we recover? #EconomicCrisis,extremely negative
"Study finds that the risk to contract covid-19  from packages from online shopping is relatively low. 

#Cleaningtips #Packages #Amazonpackages 

https://t.co/YJk264DIhz",negative
The mental health toll of this pandemic is something we'll be dealing with for years. #COVID19MentalHealth,negative
Watching the world suffer through this pandemic is a harsh reality check. #COVID19reality,extremely negative
"A shoutout to the unsung heroes - grocery store workers, delivery drivers, and janitors. Your work is essential and appreciated! ??????????????? #EssentialWorkers #COVID19",positive
Supply chain innovation has kept our shelves stocked and our minds at ease. Kudos to all those working behind the scenes! ???? #SupplyChainHeroes,extremely positive
The way communities have rallied to support each other is the best of humanity on display. ?????????? #CommunityStrength,extremely positive
??? Amazing news: local researchers are making great strides in COVID-19 research! Feeling hopeful. #ScienceWins,positive
The toll on mental health due to this pandemic is a silent crisis. We need more focus on this. #COVID19 #MentalHealthAwareness,extremely negative
"Remember back in the day when you????d go to the grocery store &amp; blast right past the paper goods aisle, &amp; now you find yourself gazing down it????s barren shelves like you????re searching for the prodigal son on the horizon?#coronavirus #COVID19 #ToiletPaperApocalypse #COVID2019 #COVID",positive
Thankful for the essential workers who keep our world running. You are all superheroes! ??????????????????????? #EssentialWorkers,positive
"Enraged by politicians using COVID-19 for their own agendas. Focus on the people's needs, not politics! #COVID19 #PoliticalGames",extremely negative
Grocery workers facing daily risks with little support. They deserve better. #ProtectOurGrocers,extremely negative
Absolutely livid with people hoarding essentials at the store. What about those of us who can't afford to stockpile? #Selfishness #COVID19,extremely negative
The economic downturn due to COVID-19 is terrifying. Will my job be next? #EconomicCrisis #pandemic,negative
Heard someone say COVID-19 is just a flu. The ignorance is astounding. #Misinformation #coronavirus,negative
"Oil prices dropping, yet our economy is still in shambles. COVID-19??s impact is relentless. #economiccrisis",extremely negative
will change the forever,neutral
The line to go grocery shopping in LA. It????s the first day of the official lockdown of #California. There is only a limited amount of people inside the store at a time. People stocking up on supplies before the weekend. #coronavirus @featurestory https://t.co/5NHtHhcUdq,negative
"Is the govt preparing for rationing? Supermarket's clearly aren't restocking, Ocado is 'reconfiguring' their system... #coronavirus #rationing",positive
"*LIST OF ONLINE GROCERY STORES*

Keep yourself safe at home during this covid-19 season! Here is a list of online grocery shopping stores you can use.",positive
COVID-19 and its impact on global tourism. A sector facing unprecedented challenges. #TourismIndustry #PandemicEffect,neutral
@justinallen1976 This sort of thing has been going on for years. Stopped shopping there when the online prices didn't match the store prices. Vote with your feet people and don't use any of Mr Ashley's businesses. The high street will be a very different,negative
Major props to the logistics teams keeping our supply chains flowing smoothly. They're the unsung heroes of this pandemic. #SupplyChainExcellence,extremely positive
@OccaQuokka @MelissaLDavey The prices were high pre covid-19 and access to fresh food has always been limited due to prices! It????s not right and it????s not fair on our people Indigenous and non Indigenous.,negative
"Amen... When going to the grocery store, taking a walk or a drive become the highlights of the day! #StayHomeSaveLives https://t.co/nGyKEMrN38",neutral
"Spanish unions secure better protections for supermarket workers who say they are ""living through the worst ever experiences at work"" due to #COVID19

@serviciosccoo @UGT_Comunica 

https://t.co/ZBcZajmp0k https://t.co/8eNwfU4aGh",positive
"After a generous donation to me, I was able to bless several people today with grocery store gift cards. And of course I matched their donation so I could help even more people with their food needs during this difficult time. We????re are stronger together. #COVID_19 #payitforward https://t.co/970TgTdQhZ",extremely positive
